ID,tripduration,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,gender
7905,296,426,West St & Chambers St,40.71754834,-74.01322069,329,Greenwich St & N Moore St,40.72043411,-74.01020609,20626,2
7906,2100,453,W 22 St & 8 Ave,40.74475148,-73.99915362,143,Clinton St & Joralemon St,40.69239502,-73.99337909,20769,1
7907,1822,459,W 20 St & 11 Ave,40.746745,-74.007756,417,Barclay St & Church St,40.71291224,-74.01020234,20709,1
7908,819,474,5 Ave & E 29 St,40.7451677,-73.98683077,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19455,1
7909,695,508,W 46 St & 11 Ave,40.76341379,-73.99667444,490,8 Ave & W 33 St,40.751551,-73.993934,20316,1
7910,654,174,E 25 St & 1 Ave,40.7381765,-73.97738662,444,Broadway & W 24 St,40.7423543,-73.98915076,17290,2
7911,609,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15482,1
7912,539,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,489,10 Ave & W 28 St,40.75066386,-74.00176802,20854,1
7913,527,477,W 41 St & 8 Ave,40.75640548,-73.9900262,160,E 37 St & Lexington Ave,40.748238,-73.978311,17619,1
7914,524,433,E 13 St & Avenue A,40.72955361,-73.98057249,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17352,1
7915,344,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,20090,1
7916,326,224,Spruce St & Nassau St,40.71146364,-74.00552427,2009,Catherine St & Monroe St,40.71117444,-73.99682619,15817,1
7917,305,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,254,W 11 St & 6 Ave,40.73532427,-73.99800419,21473,1
7918,1181,489,10 Ave & W 28 St,40.75066386,-74.00176802,516,E 47 St & 1 Ave,40.75206862,-73.96784384,18700,1
7919,967,519,Pershing Square North,40.751873,-73.977706,445,E 10 St & Avenue A,40.72740794,-73.98142006,20275,1
7920,847,293,Lafayette St & E 8 St,40.73028666,-73.9907647,174,E 25 St & 1 Ave,40.7381765,-73.97738662,21616,1
7921,541,392,Jay St & Tech Pl,40.695065,-73.987167,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,14943,1
7922,442,523,W 38 St & 8 Ave,40.75466591,-73.99138152,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,21248,1
7923,305,477,W 41 St & 8 Ave,40.75640548,-73.9900262,478,11 Ave & W 41 St,40.76030096,-73.99884222,15905,1
7924,219,415,Pearl St & Hanover Square,40.7047177,-74.00926027,316,Fulton St & William St,40.70955958,-74.00653609,16985,1
7925,86,459,W 20 St & 11 Ave,40.746745,-74.007756,459,W 20 St & 11 Ave,40.746745,-74.007756,16929,1
7926,813,447,8 Ave & W 52 St,40.76370739,-73.9851615,513,W 56 St & 10 Ave,40.768254,-73.988639,19854,2
7927,579,426,West St & Chambers St,40.71754834,-74.01322069,376,John St & William St,40.70862144,-74.00722156,20962,1
7928,488,250,Lafayette St & Jersey St,40.72456089,-73.99565293,386,Centre St & Worth St,40.71494807,-74.00234482,15149,1
7929,426,309,Murray St & West St,40.7149787,-74.013012,279,Peck Slip & Front St,40.707873,-74.00167,20069,1
7930,292,233,Joralemon St & Adams St,40.69246277,-73.98963911,2000,Front St & Washington St,40.70255088,-73.98940236,15696,1
7931,211,465,Broadway & W 41 St,40.75513557,-73.98658032,267,Broadway & W 36 St,40.75097711,-73.98765428,20702,2
7932,1746,375,Mercer St & Bleecker St,40.72679454,-73.99695094,467,Dean St & 4 Ave,40.68312489,-73.97895137,14805,1
7933,1250,528,2 Ave & E 31 St,40.74290902,-73.97706058,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,16478,1
7934,1129,459,W 20 St & 11 Ave,40.746745,-74.007756,469,Broadway & W 53 St,40.76344058,-73.98268129,20931,1
7935,851,262,Washington Park,40.69178232,-73.97372989,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,21347,1
7936,614,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,394,E 9 St & Avenue C,40.72521311,-73.97768752,16259,1
7937,538,251,Mott St & Prince St,40.72317958,-73.99480012,410,Suffolk St & Stanton St,40.72066442,-73.98517977,15418,1
7938,513,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,17889,1
7939,457,503,E 20 St & Park Ave,40.73827428,-73.98751968,237,E 11 St & 2 Ave,40.73047309,-73.98672378,21417,1
7940,425,310,State St & Smith St,40.68926942,-73.98912867,391,Clark St & Henry St,40.69760127,-73.99344559,14905,1
7941,296,285,Broadway & E 14 St,40.73454567,-73.99074142,326,E 11 St & 1 Ave,40.72953837,-73.98426726,19769,1
7942,1340,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,375,Mercer St & Bleecker St,40.72679454,-73.99695094,19910,1
7943,831,267,Broadway & W 36 St,40.75097711,-73.98765428,504,1 Ave & E 15 St,40.73221853,-73.98165557,19070,1
7944,466,486,Broadway & W 29 St,40.7462009,-73.98855723,528,2 Ave & E 31 St,40.74290902,-73.97706058,18368,1
7945,458,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,432,E 7 St & Avenue A,40.72621788,-73.98379855,19667,1
7946,402,305,E 58 St & 3 Ave,40.76095756,-73.96724467,518,E 39 St & 2 Ave,40.74780373,-73.9734419,18336,1
7947,278,304,Broadway & Battery Pl,40.70463334,-74.01361706,3002,South End Ave & Liberty St,40.711512,-74.015756,20268,1
7948,266,401,Allen St & Rivington St,40.72019576,-73.98997825,307,Canal St & Rutgers St,40.71427487,-73.98990025,17405,1
7949,976,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,285,Broadway & E 14 St,40.73454567,-73.99074142,20714,2
7950,706,457,Broadway & W 58 St,40.76695317,-73.98169333,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,16861,1
7951,395,293,Lafayette St & E 8 St,40.73028666,-73.9907647,433,E 13 St & Avenue A,40.72955361,-73.98057249,14823,1
7952,338,412,Forsyth St & Canal St,40.7158155,-73.99422366,502,Henry St & Grand St,40.714215,-73.981346,15556,1
7953,326,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,405,Washington St & Gansevoort St,40.739323,-74.008119,17389,1
7954,213,401,Allen St & Rivington St,40.72019576,-73.98997825,439,E 4 St & 2 Ave,40.7262807,-73.98978041,20556,1
7955,156,160,E 37 St & Lexington Ave,40.748238,-73.978311,476,E 31 St & 3 Ave,40.74394314,-73.97966069,18854,1
7956,1378,446,W 24 St & 7 Ave,40.74487634,-73.99529885,329,Greenwich St & N Moore St,40.72043411,-74.01020609,18753,2
7957,1055,491,E 24 St & Park Ave S,40.74096374,-73.98602213,335,Washington Pl & Broadway,40.72903917,-73.99404649,18416,1
7958,863,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,527,E 33 St & 2 Ave,40.744023,-73.976056,20994,1
7959,667,459,W 20 St & 11 Ave,40.746745,-74.007756,448,W 37 St & 10 Ave,40.75660359,-73.9979009,17590,1
7960,595,503,E 20 St & Park Ave,40.73827428,-73.98751968,501,FDR Drive & E 35 St,40.744219,-73.97121214,21306,1
7961,465,523,W 38 St & 8 Ave,40.75466591,-73.99138152,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,19802,1
7962,374,527,E 33 St & 2 Ave,40.744023,-73.976056,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,16654,1
7963,324,546,E 30 St & Park Ave S,40.74444921,-73.98303529,517,Pershing Square South,40.751581,-73.97791,16692,1
7964,304,305,E 58 St & 3 Ave,40.76095756,-73.96724467,441,E 52 St & 2 Ave,40.756014,-73.967416,15323,1
7965,270,116,W 17 St & 8 Ave,40.74177603,-74.00149746,442,W 27 St & 7 Ave,40.746647,-73.993915,19335,1
7966,1508,128,MacDougal St & Prince St,40.72710258,-74.00297088,265,Stanton St & Chrystie St,40.72229346,-73.99147535,18891,1
7967,1408,260,Broad St & Bridge St,40.70365182,-74.01167797,334,W 20 St & 7 Ave,40.74238787,-73.99726235,16830,2
7968,1097,432,E 7 St & Avenue A,40.72621788,-73.98379855,146,Hudson St & Reade St,40.71625008,-74.0091059,15039,1
7969,1013,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,443,Bedford Ave & S 9th St,40.70853074,-73.96408963,14703,1
7970,906,528,2 Ave & E 31 St,40.74290902,-73.97706058,518,E 39 St & 2 Ave,40.74780373,-73.9734419,21683,1
7971,490,242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,18385,1
7972,458,527,E 33 St & 2 Ave,40.744023,-73.976056,475,E 16 St & Irving Pl,40.73524276,-73.98758561,15781,1
7973,373,497,E 17 St & Broadway,40.73704984,-73.99009296,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16272,1
7974,273,325,E 19 St & 3 Ave,40.73624527,-73.98473765,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15011,1
7975,174,394,E 9 St & Avenue C,40.72521311,-73.97768752,511,E 14 St & Avenue B,40.72938685,-73.97772429,17532,1
7976,805,462,W 22 St & 10 Ave,40.74691959,-74.00451887,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,14857,1
7977,718,116,W 17 St & 8 Ave,40.74177603,-74.00149746,487,E 20 St & FDR Drive,40.73314259,-73.97573881,21690,1
7978,420,229,Great Jones St,40.72743423,-73.99379025,301,E 2 St & Avenue B,40.72217444,-73.98368779,14594,1
7979,375,489,10 Ave & W 28 St,40.75066386,-74.00176802,490,8 Ave & W 33 St,40.751551,-73.993934,19098,1
7980,309,512,W 29 St & 9 Ave,40.7500727,-73.99839279,434,9 Ave & W 18 St,40.74317449,-74.00366443,14978,1
7981,204,428,E 3 St & 1 Ave,40.72467721,-73.98783413,150,E 2 St & Avenue C,40.7208736,-73.98085795,17224,1
7982,967,497,E 17 St & Broadway,40.73704984,-73.99009296,401,Allen St & Rivington St,40.72019576,-73.98997825,14704,1
7983,919,465,Broadway & W 41 St,40.75513557,-73.98658032,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,20847,2
7984,670,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,20067,2
7985,646,385,E 55 St & 2 Ave,40.75797322,-73.96603308,528,2 Ave & E 31 St,40.74290902,-73.97706058,19437,1
7986,317,439,E 4 St & 2 Ave,40.7262807,-73.98978041,410,Suffolk St & Stanton St,40.72066442,-73.98517977,21334,1
7987,152,261,Johnson St & Gold St,40.69474881,-73.98362464,278,Concord St & Bridge St,40.69766564,-73.98476437,20792,1
7988,1591,448,W 37 St & 10 Ave,40.75660359,-73.9979009,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17733,1
7989,682,2012,E 27 St & 1 Ave,40.739445,-73.976806,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,17038,1
7990,364,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,16125,1
7991,184,523,W 38 St & 8 Ave,40.75466591,-73.99138152,267,Broadway & W 36 St,40.75097711,-73.98765428,14731,1
7992,1658,228,E 48 St & 3 Ave,40.7546011,-73.97187886,301,E 2 St & Avenue B,40.72217444,-73.98368779,21159,2
7993,1528,147,Greenwich St & Warren St,40.71542197,-74.01121978,433,E 13 St & Avenue A,40.72955361,-73.98057249,20353,2
7994,1032,3002,South End Ave & Liberty St,40.711512,-74.015756,401,Allen St & Rivington St,40.72019576,-73.98997825,14906,2
7995,844,361,Allen St & Hester St,40.71605866,-73.99190759,339,Avenue D & E 12 St,40.72580614,-73.97422494,18580,2
7996,703,167,E 39 St & 3 Ave,40.7489006,-73.97604882,478,11 Ave & W 41 St,40.76030096,-73.99884222,15718,1
7997,689,2004,6 Ave & Broome St,40.724399,-74.004704,350,Clinton St & Grand St,40.71559509,-73.9870295,19066,1
7998,616,434,9 Ave & W 18 St,40.74317449,-74.00366443,490,8 Ave & W 33 St,40.751551,-73.993934,19929,1
7999,443,435,W 21 St & 6 Ave,40.74173969,-73.99415556,346,Bank St & Hudson St,40.73652889,-74.00618026,18303,1
8000,442,293,Lafayette St & E 8 St,40.73028666,-73.9907647,375,Mercer St & Bleecker St,40.72679454,-73.99695094,19587,1
8001,372,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,18161,2
8002,351,435,W 21 St & 6 Ave,40.74173969,-73.99415556,470,W 20 St & 8 Ave,40.74345335,-74.00004031,20307,2
8003,1571,489,10 Ave & W 28 St,40.75066386,-74.00176802,280,E 10 St & 5 Ave,40.73331967,-73.99510132,20854,1
8004,1489,442,W 27 St & 7 Ave,40.746647,-73.993915,464,E 56 St & 3 Ave,40.75934501,-73.96759673,19335,1
8005,858,546,E 30 St & Park Ave S,40.74444921,-73.98303529,546,E 30 St & Park Ave S,40.74444921,-73.98303529,17899,2
8006,827,285,Broadway & E 14 St,40.73454567,-73.99074142,307,Canal St & Rutgers St,40.71427487,-73.98990025,16666,1
8007,691,128,MacDougal St & Prince St,40.72710258,-74.00297088,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,15736,2
8008,678,477,W 41 St & 8 Ave,40.75640548,-73.9900262,512,W 29 St & 9 Ave,40.7500727,-73.99839279,19881,1
8009,448,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,285,Broadway & E 14 St,40.73454567,-73.99074142,16013,1
8010,365,428,E 3 St & 1 Ave,40.72467721,-73.98783413,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,16220,2
8011,354,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,229,Great Jones St,40.72743423,-73.99379025,19133,1
8012,204,285,Broadway & E 14 St,40.73454567,-73.99074142,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17693,1
8013,190,446,W 24 St & 7 Ave,40.74487634,-73.99529885,444,Broadway & W 24 St,40.7423543,-73.98915076,18957,1
8014,2159,293,Lafayette St & E 8 St,40.73028666,-73.9907647,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,17379,1
8015,1670,360,William St & Pine St,40.70717936,-74.00887308,422,W 59 St & 10 Ave,40.770513,-73.988038,19966,1
8016,1446,526,E 33 St & 5 Ave,40.74765947,-73.98490707,426,West St & Chambers St,40.71754834,-74.01322069,19584,1
8017,1217,2000,Front St & Washington St,40.70255088,-73.98940236,532,S 5 Pl & S 4 St,40.710451,-73.960876,14610,1
8018,401,489,10 Ave & W 28 St,40.75066386,-74.00176802,529,W 42 St & 8 Ave,40.7575699,-73.99098507,14572,1
8019,284,127,Barrow St & Hudson St,40.73172428,-74.00674436,2004,6 Ave & Broome St,40.724399,-74.004704,19083,1
8020,1083,490,8 Ave & W 33 St,40.751551,-73.993934,433,E 13 St & Avenue A,40.72955361,-73.98057249,20316,2
8021,1043,293,Lafayette St & E 8 St,40.73028666,-73.9907647,301,E 2 St & Avenue B,40.72217444,-73.98368779,17783,1
8022,994,375,Mercer St & Bleecker St,40.72679454,-73.99695094,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17658,1
8023,852,2009,Catherine St & Monroe St,40.71117444,-73.99682619,3002,South End Ave & Liberty St,40.711512,-74.015756,15817,1
8024,572,346,Bank St & Hudson St,40.73652889,-74.00618026,462,W 22 St & 10 Ave,40.74691959,-74.00451887,17204,1
8025,501,483,E 12 St & 3 Ave,40.73223272,-73.98889957,511,E 14 St & Avenue B,40.72938685,-73.97772429,19289,1
8026,431,492,W 33 St & 7 Ave,40.75019995,-73.99093085,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,19622,1
8027,381,507,E 25 St & 2 Ave,40.73912601,-73.97973776,297,E 15 St & 3 Ave,40.734232,-73.986923,18867,1
8028,269,248,Laight St & Hudson St,40.72185379,-74.00771779,127,Barrow St & Hudson St,40.73172428,-74.00674436,17862,1
8029,1314,501,FDR Drive & E 35 St,40.744219,-73.97121214,312,Allen St & E Houston St,40.722055,-73.989111,15794,1
8030,1068,359,E 47 St & Park Ave,40.75510267,-73.97498696,423,W 54 St & 9 Ave,40.76584941,-73.98690506,16018,2
8031,715,492,W 33 St & 7 Ave,40.75019995,-73.99093085,480,W 53 St & 10 Ave,40.76669671,-73.99061728,16879,1
8032,634,411,E 6 St & Avenue D,40.72228087,-73.97668709,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,16059,1
8033,418,348,W Broadway & Spring St,40.72490985,-74.00154702,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,15767,1
8034,369,462,W 22 St & 10 Ave,40.74691959,-74.00451887,446,W 24 St & 7 Ave,40.74487634,-73.99529885,17169,1
8035,361,348,W Broadway & Spring St,40.72490985,-74.00154702,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,20158,1
8036,239,307,Canal St & Rutgers St,40.71427487,-73.98990025,401,Allen St & Rivington St,40.72019576,-73.98997825,17405,1
8037,837,402,Broadway & E 22 St,40.7403432,-73.98955109,487,E 20 St & FDR Drive,40.73314259,-73.97573881,18210,1
8038,688,2000,Front St & Washington St,40.70255088,-73.98940236,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,16612,1
8039,555,450,W 49 St & 8 Ave,40.76227205,-73.98788205,508,W 46 St & 11 Ave,40.76341379,-73.99667444,19975,1
8040,354,403,E 2 St & 2 Ave,40.72502876,-73.99069656,433,E 13 St & Avenue A,40.72955361,-73.98057249,18552,1
8041,297,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,127,Barrow St & Hudson St,40.73172428,-74.00674436,15443,1
8042,297,147,Greenwich St & Warren St,40.71542197,-74.01121978,257,Lispenard St & Broadway,40.71939226,-74.00247214,19331,1
8043,160,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,348,W Broadway & Spring St,40.72490985,-74.00154702,18275,1
8044,1134,168,W 18 St & 6 Ave,40.73971301,-73.99456405,495,W 47 St & 10 Ave,40.76269882,-73.99301222,20563,1
8045,1118,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,301,E 2 St & Avenue B,40.72217444,-73.98368779,17609,1
8046,532,497,E 17 St & Broadway,40.73704984,-73.99009296,2012,E 27 St & 1 Ave,40.739445,-73.976806,15620,1
8047,216,304,Broadway & Battery Pl,40.70463334,-74.01361706,363,West Thames St,40.70834698,-74.01713445,20855,1
8048,940,545,E 23 St & 1 Ave,40.736502,-73.97809472,545,E 23 St & 1 Ave,40.736502,-73.97809472,19366,1
8049,932,545,E 23 St & 1 Ave,40.736502,-73.97809472,545,E 23 St & 1 Ave,40.736502,-73.97809472,15807,2
8050,843,401,Allen St & Rivington St,40.72019576,-73.98997825,401,Allen St & Rivington St,40.72019576,-73.98997825,14760,2
8051,727,147,Greenwich St & Warren St,40.71542197,-74.01121978,346,Bank St & Hudson St,40.73652889,-74.00618026,18686,1
8052,694,250,Lafayette St & Jersey St,40.72456089,-73.99565293,302,Avenue D & E 3 St,40.72082834,-73.97793172,17676,1
8053,658,278,Concord St & Bridge St,40.69766564,-73.98476437,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,20792,1
8054,469,329,Greenwich St & N Moore St,40.72043411,-74.01020609,3002,South End Ave & Liberty St,40.711512,-74.015756,20626,1
8055,440,325,E 19 St & 3 Ave,40.73624527,-73.98473765,116,W 17 St & 8 Ave,40.74177603,-74.00149746,18557,1
8056,377,523,W 38 St & 8 Ave,40.75466591,-73.99138152,493,W 45 St & 6 Ave,40.7568001,-73.98291153,15704,1
8057,1407,267,Broadway & W 36 St,40.75097711,-73.98765428,301,E 2 St & Avenue B,40.72217444,-73.98368779,18462,1
8058,1000,490,8 Ave & W 33 St,40.751551,-73.993934,394,E 9 St & Avenue C,40.72521311,-73.97768752,19098,1
8059,655,267,Broadway & W 36 St,40.75097711,-73.98765428,497,E 17 St & Broadway,40.73704984,-73.99009296,20702,2
8060,274,174,E 25 St & 1 Ave,40.7381765,-73.97738662,528,2 Ave & E 31 St,40.74290902,-73.97706058,17092,2
8061,264,465,Broadway & W 41 St,40.75513557,-73.98658032,505,6 Ave & W 33 St,40.74901271,-73.98848395,15511,1
8062,238,147,Greenwich St & Warren St,40.71542197,-74.01121978,387,Centre St & Chambers St,40.71273266,-74.0046073,21561,2
8063,209,174,E 25 St & 1 Ave,40.7381765,-73.97738662,528,2 Ave & E 31 St,40.74290902,-73.97706058,19339,1
8064,194,489,10 Ave & W 28 St,40.75066386,-74.00176802,494,W 26 St & 8 Ave,40.74734825,-73.99723551,19718,1
8065,2090,512,W 29 St & 9 Ave,40.7500727,-73.99839279,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18782,1
8066,1294,251,Mott St & Prince St,40.72317958,-73.99480012,539,Metropolitan Ave & Bedford Av,40.71534825,-73.96024116,20244,1
8067,646,500,Broadway & W 51 St,40.76228826,-73.98336183,479,9 Ave & W 45 St,40.76019252,-73.9912551,18538,1
8068,537,173,Broadway & W 49 St,40.76064679,-73.98442659,478,11 Ave & W 41 St,40.76030096,-73.99884222,20164,1
8069,474,503,E 20 St & Park Ave,40.73827428,-73.98751968,526,E 33 St & 5 Ave,40.74765947,-73.98490707,19110,1
8070,472,493,W 45 St & 6 Ave,40.7568001,-73.98291153,423,W 54 St & 9 Ave,40.76584941,-73.98690506,20638,1
8071,303,309,Murray St & West St,40.7149787,-74.013012,320,Leonard St & Church St,40.717571,-74.005549,17668,1
8072,1885,392,Jay St & Tech Pl,40.695065,-73.987167,379,W 31 St & 7 Ave,40.749156,-73.9916,15433,1
8073,903,301,E 2 St & Avenue B,40.72217444,-73.98368779,254,W 11 St & 6 Ave,40.73532427,-73.99800419,14594,2
8074,704,212,W 16 St & The High Line,40.74334935,-74.00681753,478,11 Ave & W 41 St,40.76030096,-73.99884222,19403,1
8075,559,489,10 Ave & W 28 St,40.75066386,-74.00176802,225,W 14 St & The High Line,40.74195138,-74.00803013,19913,1
8076,480,444,Broadway & W 24 St,40.7423543,-73.98915076,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17196,1
8077,325,337,Old Slip & Front St,40.7037992,-74.00838676,417,Barclay St & Church St,40.71291224,-74.01020234,16202,1
8078,251,519,Pershing Square North,40.751873,-73.977706,472,E 32 St & Park Ave,40.7457121,-73.98194829,16395,1
8079,183,472,E 32 St & Park Ave,40.7457121,-73.98194829,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,21191,1
8080,673,342,Columbia St & Rivington St,40.71739973,-73.98016555,308,St James Pl & Oliver St,40.71307916,-73.99851193,18381,2
8081,622,305,E 58 St & 3 Ave,40.76095756,-73.96724467,518,E 39 St & 2 Ave,40.74780373,-73.9734419,20024,1
8082,610,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,301,E 2 St & Avenue B,40.72217444,-73.98368779,19528,2
8083,235,428,E 3 St & 1 Ave,40.72467721,-73.98783413,445,E 10 St & Avenue A,40.72740794,-73.98142006,18698,1
8084,204,331,Pike St & Monroe St,40.71173107,-73.99193043,296,Division St & Bowery,40.71413089,-73.9970468,18799,1
8085,155,528,2 Ave & E 31 St,40.74290902,-73.97706058,476,E 31 St & 3 Ave,40.74394314,-73.97966069,18386,1
8086,1182,330,Reade St & Broadway,40.71450451,-74.00562789,487,E 20 St & FDR Drive,40.73314259,-73.97573881,20936,2
8087,956,293,Lafayette St & E 8 St,40.73028666,-73.9907647,489,10 Ave & W 28 St,40.75066386,-74.00176802,18299,1
8088,491,432,E 7 St & Avenue A,40.72621788,-73.98379855,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17004,1
8089,459,335,Washington Pl & Broadway,40.72903917,-73.99404649,325,E 19 St & 3 Ave,40.73624527,-73.98473765,14801,1
8090,102,415,Pearl St & Hanover Square,40.7047177,-74.00926027,534,Water - Whitehall Plaza,40.70255065,-74.0127234,21435,1
8091,967,496,E 16 St & 5 Ave,40.73726186,-73.99238967,147,Greenwich St & Warren St,40.71542197,-74.01121978,21254,1
8092,808,225,W 14 St & The High Line,40.74195138,-74.00803013,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,21130,1
8093,581,504,1 Ave & E 15 St,40.73221853,-73.98165557,497,E 17 St & Broadway,40.73704984,-73.99009296,19070,1
8094,523,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,237,E 11 St & 2 Ave,40.73047309,-73.98672378,16220,1
8095,448,491,E 24 St & Park Ave S,40.74096374,-73.98602213,498,Broadway & W 32 St,40.74854862,-73.98808416,17567,1
8096,445,297,E 15 St & 3 Ave,40.734232,-73.986923,487,E 20 St & FDR Drive,40.73314259,-73.97573881,15945,1
8097,403,307,Canal St & Rutgers St,40.71427487,-73.98990025,502,Henry St & Grand St,40.714215,-73.981346,19583,1
8098,348,150,E 2 St & Avenue C,40.7208736,-73.98085795,511,E 14 St & Avenue B,40.72938685,-73.97772429,18968,1
8099,280,423,W 54 St & 9 Ave,40.76584941,-73.98690506,479,9 Ave & W 45 St,40.76019252,-73.9912551,21011,1
8100,1176,508,W 46 St & 11 Ave,40.76341379,-73.99667444,127,Barrow St & Hudson St,40.73172428,-74.00674436,17970,1
8101,680,2010,Grand St & Greene St,40.72165481,-74.00234737,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,17257,1
8102,417,224,Spruce St & Nassau St,40.71146364,-74.00552427,147,Greenwich St & Warren St,40.71542197,-74.01121978,20616,1
8103,344,521,8 Ave & W 31 St,40.75044999,-73.99481051,494,W 26 St & 8 Ave,40.74734825,-73.99723551,18946,1
8104,203,307,Canal St & Rutgers St,40.71427487,-73.98990025,291,Madison St & Montgomery St,40.713126,-73.984844,20241,1
8105,2341,492,W 33 St & 7 Ave,40.75019995,-73.99093085,415,Pearl St & Hanover Square,40.7047177,-74.00926027,20221,1
8106,890,442,W 27 St & 7 Ave,40.746647,-73.993915,445,E 10 St & Avenue A,40.72740794,-73.98142006,19822,1
8107,882,515,W 43 St & 10 Ave,40.76009437,-73.99461843,499,Broadway & W 60 St,40.76915505,-73.98191841,15505,1
8108,842,426,West St & Chambers St,40.71754834,-74.01322069,280,E 10 St & 5 Ave,40.73331967,-73.99510132,18632,1
8109,579,267,Broadway & W 36 St,40.75097711,-73.98765428,479,9 Ave & W 45 St,40.76019252,-73.9912551,20796,1
8110,463,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,497,E 17 St & Broadway,40.73704984,-73.99009296,17181,1
8111,405,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,15730,2
8112,385,508,W 46 St & 11 Ave,40.76341379,-73.99667444,450,W 49 St & 8 Ave,40.76227205,-73.98788205,20046,1
8113,238,470,W 20 St & 8 Ave,40.74345335,-74.00004031,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20307,2
8114,1449,168,W 18 St & 6 Ave,40.73971301,-73.99456405,340,Madison St & Clinton St,40.71269042,-73.98776323,16717,1
8115,768,410,Suffolk St & Stanton St,40.72066442,-73.98517977,326,E 11 St & 1 Ave,40.72953837,-73.98426726,14769,2
8116,384,470,W 20 St & 8 Ave,40.74345335,-74.00004031,490,8 Ave & W 33 St,40.751551,-73.993934,17784,1
8117,239,459,W 20 St & 11 Ave,40.746745,-74.007756,470,W 20 St & 8 Ave,40.74345335,-74.00004031,16527,1
8118,962,529,W 42 St & 8 Ave,40.7575699,-73.99098507,466,W 25 St & 6 Ave,40.74395411,-73.99144871,20818,1
8119,936,291,Madison St & Montgomery St,40.713126,-73.984844,445,E 10 St & Avenue A,40.72740794,-73.98142006,20867,1
