Trip_no,VendorID,PU_hour,DO_hour,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Trip_type
1928,2,17,17,N,1,-73.92070007,40.7567482,-73.90348053,40.74570847,1,1.63,8,1,0.5,0,0, ,0.3,9.8,1
1929,2,17,18,N,1,-73.80361938,40.71736526,-73.88587952,40.74441528,1,5.29,22,1,0.5,4.76,0, ,0.3,28.56,1
1930,2,17,17,N,5,-73.8583374,40.83758926,-73.88108826,40.88180542,3,4.6,13,0,0,0,0, ,0,13,2
1931,2,17,17,N,1,-73.94936371,40.80249023,-73.93978882,40.81310272,1,1.01,6,1,0.5,0,0, ,0.3,7.8,1
1932,2,17,17,N,1,-73.9230957,40.66690445,-73.9441452,40.65584946,1,1.68,9.5,1,0.5,0,0, ,0.3,11.3,1
1933,2,17,17,N,1,-73.96034241,40.65774918,-73.99524689,40.6796608,1,3.2,16,1,0.5,3.56,0, ,0.3,21.36,1
1934,2,17,18,N,1,-73.84882355,40.82121277,-73.95218658,40.79849625,1,8.37,30.5,1,0.5,6.46,0, ,0.3,38.76,1
1935,2,17,17,N,1,-73.89050293,40.74689865,-73.877388,40.75334549,1,1.22,8,1,0.5,0,0, ,0.3,9.8,1
1936,1,17,17,N,1,-73.91889191,40.75893784,-73.91915894,40.74302673,1,1.4,7.5,1,0.5,0,0, ,0.3,9.3,1
1937,2,17,17,N,1,-73.95446777,40.82136917,-73.96543121,40.80593491,1,1.22,7,1,0.5,0,0, ,0.3,8.8,1
1938,2,17,17,N,1,-73.89513397,40.74645233,-73.89570618,40.74655151,2,0.64,13.5,1,0.5,0,0, ,0.3,15.3,1
1939,2,17,17,N,1,-73.96109772,40.81019974,-73.97706604,40.78678894,1,1.91,10,1,0.5,1,0, ,0.3,12.8,1
1940,2,17,17,N,1,-73.92890167,40.73799133,-73.95378876,40.72893143,1,1.59,7,1,0.5,2.2,0, ,0.3,11,1
1941,2,17,17,N,1,-73.86206818,40.73021698,-73.90814209,40.72180557,1,2.95,11.5,1,0.5,5,0, ,0.3,18.3,1
1942,2,17,17,N,1,-73.96276855,40.80976105,-73.97135925,40.79536819,1,1.09,6,1,0.5,0,0, ,0.3,7.8,1
1943,1,17,18,N,1,-73.80374146,40.70837402,-73.75682068,40.60776138,1,10.8,36,1,0.5,2.2,0, ,0.3,40,1
1944,2,17,17,N,1,-73.94543457,40.8244133,-73.95722961,40.82112122,1,1.01,6.5,1,0.5,0,0, ,0.3,8.3,1
1945,2,17,17,N,1,-73.98596191,40.6897583,-73.95162201,40.68047333,1,2.05,12,1,0.5,0,0, ,0.3,13.8,1
1946,1,17,17,N,1,-73.98635101,40.70375443,-73.99757385,40.71686935,1,2.4,10,1,0.5,2.35,0, ,0.3,14.15,1
1947,2,17,17,N,1,-73.94278717,40.84063721,-73.9397583,40.85274887,1,1.1,6,1,0.5,0,0, ,0.3,7.8,1
1948,2,17,17,N,1,-73.93921661,40.79886627,-73.9516983,40.804245,1,1.69,9.5,1,0.5,0,0, ,0.3,11.3,1
1949,2,17,17,N,1,-73.91041565,40.74470139,-73.90860748,40.73662949,1,0.7,6,1,0.5,0,0, ,0.3,7.8,1
1950,2,17,17,N,1,-73.85868073,40.75786209,-73.83085632,40.76101685,1,1.63,10,1,0.5,0,0, ,0.3,11.8,1
1951,2,17,17,N,1,-73.944664,40.80875397,-73.93096161,40.82292938,2,1.44,13,1,0.5,0,0, ,0.3,14.8,1
1952,2,17,17,N,1,-73.94613647,40.69572449,-73.97354126,40.69740677,1,1.63,10,1,0.5,0,0, ,0.3,11.8,1
1953,2,17,17,N,1,-73.94039917,40.68033981,-73.97524261,40.68532181,1,2.29,11,1,0.5,2.56,0, ,0.3,15.36,1
1954,2,17,17,N,1,-73.95267487,40.78920746,-73.93887329,40.80522156,1,1.36,8,1,0.5,0,0, ,0.3,9.8,1
1955,2,17,17,N,1,-73.89852142,40.86034012,-73.92042542,40.8311882,1,2.37,11,1,0.5,0,0, ,0.3,12.8,1
1956,1,17,17,N,1,-73.91886902,40.74304581,-73.91582489,40.74782944,1,0.4,4.5,1,0.5,0,0, ,0.3,6.3,1
1957,2,17,18,N,1,-73.99456787,40.70308685,-73.9753418,40.74871063,3,6.02,23.5,1,0.5,2,0, ,0.3,27.3,1
1958,2,17,18,N,1,-73.95664978,40.71882629,-73.77639771,40.64560318,1,15.56,50,1,0.5,0,0, ,0.3,51.8,1
1959,1,17,17,N,1,-73.99506378,40.67986298,-73.96541595,40.6779747,1,1.9,12.5,1,0.5,0,0, ,0.3,14.3,1
1960,2,17,17,N,1,-73.97753906,40.6843605,-73.98038483,40.67235184,2,1.42,10,1,0.5,0,0, ,0.3,11.8,1
1961,2,17,17,N,1,-73.91874695,40.74301529,-73.92208099,40.74373627,1,2.04,10.5,1,0.5,0,0, ,0.3,12.3,1
1962,2,17,17,N,1,-73.90116119,40.75066757,-73.88587952,40.75550842,1,1.07,5.5,1,0.5,0,0, ,0.3,7.3,1
1963,2,17,17,N,1,-73.9392395,40.80540848,-73.95798492,40.81549454,1,1.25,9,1,0.5,0,0, ,0.3,10.8,1
1964,2,17,17,N,1,-73.9812088,40.66724396,-73.9445343,40.67416,1,2.69,12.5,1,0.5,0,0, ,0.3,14.3,1
1965,2,17,17,N,1,-73.86383057,40.73288345,-73.85952759,40.75995636,1,5.73,19,1,0.5,0,0, ,0.3,20.8,1
1966,2,17,17,N,1,-73.91194916,40.7751236,-73.91584015,40.78315353,2,0.85,5,1,0.5,0,0, ,0.3,6.8,1
1967,1,17,17,N,1,-73.90454865,40.67058945,-73.91279602,40.67404938,2,0.6,5.5,1,0.5,0,0, ,0.3,7.3,1
1968,2,17,17,N,1,-73.94186401,40.83316422,-73.94113922,40.81991577,1,1.33,7.5,1,0.5,0,0, ,0.3,9.3,1
1969,2,17,17,N,1,-73.97403717,40.69333649,-73.97605133,40.68444061,1,1.17,6.5,1,0.5,0,0, ,0.3,8.3,1
1970,2,17,17,N,1,-73.94155121,40.70000076,-73.94135284,40.6757164,1,1.86,13,1,0.5,0,0, ,0.3,14.8,1
1971,2,17,18,N,1,-73.94883728,40.68941498,-73.97814178,40.74562073,5,6.11,26,1,0.5,0,0, ,0.3,27.8,1
1972,2,17,17,N,1,-73.90229797,40.74573135,-73.9046936,40.73677063,1,1.15,6.5,1,0.5,0,0, ,0.3,8.3,1
1973,2,17,17,N,1,-73.94841003,40.63864899,-73.91854095,40.61171722,1,2.98,13.5,1,0.5,0,0, ,0.3,15.3,1
1974,1,17,17,N,1,-73.95347595,40.7907486,-73.94300079,40.78756332,1,1.1,7,1,0.5,1,0, ,0.3,9.8,1
1975,2,17,17,N,1,-73.91260529,40.77449799,-73.9261322,40.77552414,1,1.1,6.5,1,0.5,0,0, ,0.3,8.3,1
1976,1,17,17,N,1,-73.96250153,40.68267059,-73.98040771,40.69995499,1,1.9,8.5,1,0.5,0,0, ,0.3,10.3,1
1977,2,17,17,N,1,-73.95327759,40.81753922,-73.9519577,40.80920029,1,0.72,5.5,1,0.5,0,0, ,0.3,7.3,1
1978,2,17,17,N,1,-73.93921661,40.80542755,-73.95134735,40.7827301,1,1.88,11,1,0.5,1,0, ,0.3,13.8,1
1979,2,17,17,N,1,-73.96333313,40.80897903,-73.98200989,40.77840805,1,2.3,12.5,1,0.5,2.86,0, ,0.3,17.16,1
1980,2,17,17,N,1,-73.99105072,40.69183731,-73.93471527,40.68180466,1,3.46,16,1,0.5,0,0, ,0.3,17.8,1
1981,2,17,18,N,1,-73.89425659,40.82094574,-73.94824219,40.82452011,1,3.72,20.5,1,0.5,4.46,0, ,0.3,26.76,1
1982,1,17,17,N,1,-73.98731995,40.69124985,-73.97653961,40.69609451,1,0.9,5.5,1,0.5,1.8,0, ,0.3,9.1,1
1983,2,17,17,N,1,-73.98733521,40.6903038,-73.96225739,40.68859863,1,1.38,9,1,0.5,2.7,0, ,0.3,13.5,1
1984,2,17,17,N,1,-73.91506958,40.76398468,-73.93280029,40.77242279,1,1.21,7,1,0.5,0,0, ,0.3,8.8,1
1985,2,17,17,N,1,-73.80767059,40.70050049,-73.79821014,40.6756134,1,2.09,9.5,1,0.5,0,0, ,0.3,11.3,1
1986,2,17,17,N,1,-73.92378998,40.80952835,-73.87993622,40.84027863,4,4.27,18,1,0.5,0,0, ,0.3,19.8,1
1987,2,17,17,N,1,-73.84442139,40.72144699,-73.77294922,40.71429062,1,4.46,19,1,0.5,4.16,0, ,0.3,24.96,1
1988,2,17,17,N,1,-73.84434509,40.72139359,-73.85901642,40.7181282,1,1.1,7,1,0.5,0,0, ,0.3,8.8,1
1989,2,17,17,N,1,-73.95617676,40.74740601,-73.98377991,40.74334717,6,2.85,11.5,1,0.5,3.77,5.54, ,0.3,22.61,1
1990,2,17,17,N,1,-73.95001221,40.81186676,-73.94963837,40.80620575,1,0.63,6.5,1,0.5,0,0, ,0.3,8.3,1
1991,2,17,17,N,1,-73.80745697,40.70045471,-73.77680969,40.6884613,1,2.37,12,1,0.5,2.76,0, ,0.3,16.56,1
1992,2,17,17,N,1,-73.97637939,40.67308044,-73.97425842,40.68527603,1,0.97,6.5,1,0.5,0,0, ,0.3,8.3,1
1993,2,17,17,N,1,-73.87569427,40.74382401,-73.8813324,40.73798752,1,0.69,5.5,1,0.5,0,0, ,0.3,7.3,1
1994,2,17,17,N,1,-73.98673248,40.66864014,-73.97749329,40.65410233,1,1.67,9,1,0.5,0,0, ,0.3,10.8,1
1995,2,17,17,N,1,-73.94528198,40.79065323,-73.93740082,40.80140686,1,0.84,4.5,1,0.5,0,0, ,0.3,6.3,1
1996,1,17,17,N,1,-73.93909454,40.8052597,-73.9513855,40.77185059,1,2.9,15,1,0.5,2.5,0, ,0.3,19.3,1
1997,1,17,18,N,1,-73.94443512,40.82403564,-73.98417664,40.77036667,2,4.3,19.5,1,0.5,0,0, ,0.3,21.3,1
1998,2,17,17,N,1,-73.80089569,40.70314789,-73.80877686,40.70182037,1,0.41,4.5,1,0.5,0,0, ,0.3,6.3,1
1999,2,17,17,N,1,-73.8904953,40.86112976,-73.88645172,40.83695221,6,2.03,9.5,1,0.5,0,0, ,0.3,11.3,1
2000,2,17,17,N,1,-73.89094543,40.74686432,-73.89218903,40.75867081,1,0.99,7.5,1,0.5,0,0, ,0.3,9.3,1
2001,1,17,17,N,1,-73.94909668,40.8285141,-73.94784546,40.81446457,1,2.1,12,1,0.5,0,0, ,0.3,13.8,1
2002,2,17,17,N,1,-73.95205688,40.8030014,-73.92635345,40.80632401,6,2.39,13,1,0.5,0,0, ,0.3,14.8,1
2003,2,17,17,N,1,-73.93922424,40.80546188,-73.95584869,40.78141785,1,1.88,11,1,0.5,3.2,0, ,0.3,16,1
2004,1,17,18,N,1,-73.97698212,40.68518066,-73.89823151,40.67671585,1,4.5,23.5,1,0.5,0,0, ,0.3,25.3,1
2005,1,17,17,N,1,-73.94190979,40.67116165,-73.92472076,40.6534996,1,2.1,15,1,0.5,3.35,0, ,0.3,20.15,1
2006,1,17,17,N,1,-73.93926239,40.80524826,-73.93960571,40.8046608,1,0.8,2.5,1,0.5,0,0, ,0.3,4.3,1
2007,2,17,17,N,1,-73.93909454,40.8052063,-73.93754578,40.81628036,1,1.18,8,1,0.5,2.45,0, ,0.3,12.25,1
2008,2,17,17,N,1,-73.96669006,40.80425644,-73.9615097,40.81295776,1,0.71,4.5,1,0.5,1.26,0, ,0.3,7.56,1
2009,2,17,17,N,1,-73.95667267,40.80250168,-73.94823456,40.81404877,1,0.91,6.5,1,0.5,1,0, ,0.3,9.3,1
2010,2,17,17,N,1,-73.98141479,40.67498016,-73.95809174,40.64772797,1,3.45,14.5,1,0.5,0,0, ,0.3,16.3,1
2011,2,17,17,N,1,-73.95257568,40.82335663,-73.94598389,40.82141495,1,0.7,5,1,0.5,0,0, ,0.3,6.8,1
2012,2,17,17,N,1,-73.92613983,40.76685715,-73.91542053,40.76199722,1,0.77,5.5,1,0.5,1.46,0, ,0.3,8.76,1
2013,2,17,17,N,1,-73.95220184,40.81055832,-73.9468689,40.79748535,1,1.35,8.5,1,0.5,2,0, ,0.3,12.3,1
2014,2,17,17,N,1,-73.94133759,40.80604172,-73.96118164,40.80640793,1,1.49,10,1,0.5,0,0, ,0.3,11.8,1
2015,2,17,17,N,1,-73.87815857,40.8032608,-73.88904572,40.818573,1,2.17,9,1,0.5,0,0, ,0.3,10.8,1
2016,2,17,17,N,1,-73.96138,40.81176758,-73.96432495,40.80778885,1,1.34,6.5,1,0.5,0,0, ,0.3,8.3,1
2017,2,17,17,N,1,-73.97881317,40.67868042,-73.94868469,40.6819191,1,2.06,12.5,1,0.5,0,0, ,0.3,14.3,1
2018,2,17,17,N,1,-73.97595978,40.68384933,-73.99088287,40.66078949,1,1.99,12,1,0.5,2.76,0, ,0.3,16.56,1
2019,2,17,17,N,1,-73.93730164,40.67974091,-73.9304657,40.69152069,1,1.33,7.5,1,0.5,0,0, ,0.3,9.3,1
2020,2,17,17,N,1,-73.99308777,40.69731522,-73.95651245,40.71686172,1,4.89,17,1,0.5,0,0, ,0.3,18.8,1
2021,2,17,17,N,1,-73.93851471,40.79615784,-73.943573,40.78924179,1,0.57,4,1,0.5,0,0, ,0.3,5.8,1
2022,2,17,17,N,1,-73.92141724,40.76665497,-73.90481567,40.76420593,1,1.05,7,1,0.5,0,0, ,0.3,8.8,1
2023,2,17,17,N,1,-73.8085556,40.73742294,-73.84407043,40.7220726,1,2.6,11,1,0.5,3,0, ,0.3,15.8,1
2024,2,17,18,N,1,-73.86370087,40.73272324,-73.83520508,40.69274902,1,5.72,22.5,1,0.5,0,0, ,0.3,24.3,1
2025,2,17,17,N,1,-73.94880676,40.82909393,-73.9289856,40.85625458,1,2.62,12,1,0.5,0,0, ,0.3,13.8,1
2026,2,17,17,N,1,-73.99186707,40.69714355,-73.96943665,40.6763382,1,2.17,13,1,0.5,2.96,0, ,0.3,17.76,1
2027,2,17,17,N,1,-73.94052887,40.80580521,-73.93796539,40.82297516,1,1.59,7.5,1,0.5,0,0, ,0.3,9.3,1
2028,2,17,18,N,1,-73.99697113,40.68487167,-73.79016113,40.64675522,1,27.02,72.5,1,0.5,0,0, ,0.3,74.3,1
2029,2,17,17,N,1,-73.98336029,40.68881226,-73.96136475,40.66760254,1,2.31,11.5,1,0.5,0,0, ,0.3,13.3,1
2030,2,17,17,N,1,-73.9609375,40.67227936,-73.9515686,40.71504211,1,3.62,15.5,1,0.5,3.46,0, ,0.3,20.76,1
2031,2,17,17,N,1,-73.84430695,40.72082138,-73.86029816,40.73443222,1,1.36,8,1,0.5,2.45,0, ,0.3,12.25,1
2032,2,17,17,N,5,-73.93079376,40.82630157,-73.9178009,40.84111786,1,1.61,12,0,0,0,0, ,0,12,2
2033,2,17,18,N,1,-73.95851898,40.66339111,-73.78870392,40.64154053,1,11.43,39,1,0.5,8.16,0, ,0.3,48.96,1
2034,2,17,17,N,1,-73.84407806,40.72106171,-73.85453796,40.7419281,1,1.54,8.5,1,0.5,0,0, ,0.3,10.3,1
2035,1,17,17,N,1,-73.96763611,40.69846725,-73.9648819,40.68347549,2,1,7.5,1,0.5,2.3,0, ,0.3,11.6,1
2036,2,17,17,N,1,-73.93908691,40.80522156,-73.93852234,40.81713104,1,1.11,6.5,1,0.5,1.66,0, ,0.3,9.96,1
2037,2,17,18,N,1,-73.92678833,40.81851196,-73.85595703,40.89053726,1,10.65,33,1,0.5,0,0, ,0.3,34.8,1
2038,1,17,17,N,1,-73.94996643,40.80672073,-73.94686127,40.81064987,1,0.3,6,1,0.5,0,0, ,0.3,7.8,1
2039,1,17,17,N,1,-73.98374939,40.69379044,-73.95786285,40.72195435,1,3.9,15,1,0.5,0,0, ,0.3,16.8,1
2040,2,17,17,N,1,-73.98210144,40.67703629,-73.98674774,40.70133209,1,2.19,13.5,1,0.5,3.06,0, ,0.3,18.36,1
2041,2,17,17,N,1,-73.96260834,40.68260956,-73.97589874,40.6881218,1,1.08,6.5,1,0.5,0,0, ,0.3,8.3,1
2042,2,17,17,N,1,-73.91980743,40.74317169,-73.89781189,40.73358536,1,1.86,9.5,1,0.5,0,0, ,0.3,11.3,1
2043,1,17,17,N,1,-73.99614716,40.6906929,-73.98738861,40.68629074,1,0.6,4,0,0.5,1.4,0, ,0.3,6.2,1
2044,2,17,17,N,1,-73.97763824,40.68454742,-73.99131775,40.6976738,1,1.3,9,1,0.5,2.7,0, ,0.3,13.5,1
2045,1,17,17,N,1,-73.98612976,40.66921616,-73.95079041,40.66173935,1,3,16.5,1,0.5,0,0, ,0.3,18.3,1
2046,2,17,17,N,1,-73.96121979,40.80662537,-73.9645462,40.79203415,5,1.28,8.5,1,0.5,0,0, ,0.3,10.3,1
2047,1,17,18,N,1,-73.99443054,40.69008636,-74.0047226,40.7310257,1,4.1,21.5,0,0.5,4.45,0, ,0.3,26.75,1
2048,2,17,17,N,1,-73.98612213,40.70368576,-73.99914551,40.72156143,3,2.3,12,1,0.5,2.76,0, ,0.3,16.56,1
2049,2,17,18,N,1,-73.96885681,40.69343567,-73.77635193,40.64543533,1,17.25,50.5,1,0.5,0,0, ,0.3,52.3,1
2050,2,17,17,N,1,-73.91408539,40.77858353,-73.91347504,40.76922226,5,1,6.5,1,0.5,0,0, ,0.3,8.3,1
2051,2,17,17,N,1,-73.86048889,40.83283615,-73.83673096,40.81762314,6,2.34,10,1,0.5,11,0, ,0.3,22.8,1
2052,2,17,17,N,1,-73.96334076,40.80897903,-73.98218536,40.76787567,1,3.09,16.5,1,0.5,3.66,0, ,0.3,21.96,1
2053,2,17,17,N,1,-73.89557648,40.74635315,-73.90029144,40.74249649,1,0.52,4.5,1,0.5,0,0, ,0.3,6.3,1
2054,2,17,17,N,1,-73.84275818,40.83999634,-73.82793427,40.83480072,5,1.03,5.5,1,0.5,0.7,0, ,0.3,8,1
2055,2,17,17,N,1,-73.97775269,40.67142487,-73.97333527,40.67749405,1,0.47,4.5,1,0.5,0,0, ,0.3,6.3,1
2056,2,17,17,N,1,-73.99464417,40.70307159,-73.96435547,40.68602371,1,2.59,11,1,0.5,2.56,0, ,0.3,15.36,1
2057,2,17,18,N,1,-73.94247437,40.78616714,-73.92564392,40.81122208,1,2.02,15.5,1,0.5,0,0, ,0.3,17.3,1
2058,2,17,17,N,1,-73.97364807,40.69329834,-73.99216461,40.713974,1,2.4,10,1,0.5,0,0, ,0.3,11.8,1
2059,2,17,17,N,1,-73.9895401,40.70251465,-73.99368286,40.68193436,1,1.89,10,1,0.5,2.36,0, ,0.3,14.16,1
2060,2,17,17,N,1,-73.95458984,40.80061722,-73.96607971,40.79489136,1,0.97,6,1,0.5,0,0, ,0.3,7.8,1
2061,2,17,17,N,1,-73.95237732,40.81074142,-73.94367218,40.82096863,1,0.91,5.5,1,0.5,0,0, ,0.3,7.3,1
2062,2,17,17,N,1,-73.94818878,40.79536438,-73.97926331,40.77128601,1,2.84,13,1,0.5,0,0, ,0.3,14.8,1
2063,2,17,17,N,1,-73.9402771,40.81508636,-73.95370483,40.78218842,1,3.5,15,1,0.5,0,0, ,0.3,16.8,1
2064,1,17,17,N,1,-73.93818665,40.80482483,-73.94314575,40.80251312,1,0.4,4,1,0.5,1,0, ,0.3,6.8,1
2065,2,17,18,N,1,-73.91181183,40.7754097,-73.95700836,40.71443176,1,6.49,24,1,0.5,0,0, ,0.3,25.8,1
2066,2,17,17,N,1,-73.98886871,40.69620132,-73.97825623,40.68530273,1,1.06,7.5,1,0.5,2.32,0, ,0.3,11.62,1
2067,1,17,17,N,1,-73.98619843,40.69215012,-73.99949646,40.68368912,1,1.2,8.5,1,0.5,2,0, ,0.3,12.3,1
2068,2,17,17,N,1,-73.90075684,40.85577774,-73.91207123,40.84476471,2,1.14,9.5,1,0.5,0,0, ,0.3,11.3,1
2069,2,17,17,N,1,-73.94551849,40.79031372,-73.93989563,40.79819489,1,0.62,4.5,1,0.5,2,0, ,0.3,8.3,1
2070,2,17,17,N,1,-73.90382385,40.74166107,-73.91482544,40.76387024,1,2.44,11.5,1,0.5,0,0, ,0.3,13.3,1
2071,1,17,17,N,1,-73.94028473,40.84071732,-73.96928406,40.79374695,1,4.7,18,1,0.5,3.95,0, ,0.3,23.75,1
2072,2,17,17,N,1,-73.94300842,40.79926682,-73.96540833,40.79596329,1,1.64,9,1,0.5,0,0, ,0.3,10.8,1
2073,2,17,17,N,1,-73.94770813,40.74591827,-73.95549774,40.74608994,1,0.49,4,1,0.5,1.16,0, ,0.3,6.96,1
2074,2,17,17,N,1,-73.94423676,40.80967331,-73.94623566,40.78120422,5,2.74,12,1,0.5,2.2,0, ,0.3,16,1
2075,2,17,17,N,1,-73.84432983,40.72089767,-73.81804657,40.72777176,1,1.89,8,1,0.5,1.2,0, ,0.3,11,1
2076,2,17,17,N,1,-73.93916321,40.84852982,-73.91934967,40.86603165,1,1.91,11.5,1,0.5,0,0, ,0.3,13.3,1
2077,1,17,18,N,1,-73.97371674,40.68965912,-73.99497986,40.75009537,1,6,27.5,1,0.5,5.85,0, ,0.3,35.15,1
2078,1,17,17,N,1,-73.95491791,40.71831512,-73.94805908,40.70553589,1,1.1,7,1,0.5,0,0, ,0.3,8.8,1
2079,2,17,17,N,1,-73.9492569,40.82807541,-73.97177124,40.79478836,1,2.61,12.5,1,0.5,3.58,0, ,0.3,17.88,1
2080,1,17,17,N,1,-73.97397614,40.68614578,-73.95475769,40.69318008,1,1.5,7.5,1,0.5,2.75,0, ,0.3,12.05,1
2081,1,17,17,N,1,-73.87831879,40.74825287,-73.87560272,40.74540329,1,0.6,4.5,1,0.5,0,0, ,0.3,6.3,1
2082,2,17,17,N,5,-73.84832001,40.84288025,-73.8263092,40.82204437,1,2.48,15,0,0,0,0, ,0,15,2
2083,1,17,17,N,1,-73.94085693,40.81427383,-73.95642853,40.81357574,1,1.1,8,1,0.5,0,0, ,0.3,9.8,1
2084,2,17,17,N,1,-73.9300766,40.75647736,-73.93550873,40.76110458,1,0.76,5.5,1,0.5,0,0, ,0.3,7.3,1
2085,2,17,17,N,1,-73.94436646,40.78787231,-73.93699646,40.80498886,1,1.67,8,1,0.5,0,0, ,0.3,9.8,1
2086,2,17,17,N,1,-73.9666748,40.80435181,-73.98091125,40.77999115,1,1.99,10.5,1,0.5,2.46,0, ,0.3,14.76,1
2087,2,17,17,N,1,-73.93916321,40.8053894,-73.94571686,40.77804565,5,2.47,13.5,1,0.5,0,0, ,0.3,15.3,1
2088,2,17,17,N,1,-73.80753326,40.70062637,-73.78420258,40.67306519,1,3.26,16,1,0.5,0,0, ,0.3,17.8,1
2089,2,17,18,N,1,-73.91811371,40.7654953,-73.89183807,40.70645142,1,6.31,29,1,0.5,0,0, ,0.3,30.8,1
2090,2,17,17,N,1,-73.95558929,40.78875732,-73.96786499,40.79385376,1,0.7,4.5,1,0.5,0,0, ,0.3,6.3,1
2091,1,17,17,N,1,-73.98615265,40.6875,-73.95697021,40.67794418,1,2.1,11,0,0.5,2.35,0, ,0.3,14.15,1
2092,2,17,17,N,1,-73.96765137,40.69324493,-73.98207855,40.68584442,1,1.31,11,1,0.5,0,0, ,0.3,12.8,1
2093,2,17,17,N,1,-73.97795868,40.68527603,-73.98686981,40.69697189,1,1.21,7,1,0.5,1.76,0, ,0.3,10.56,1
2094,2,17,17,N,1,-73.90341949,40.74570084,-73.89573669,40.72996902,1,1.58,10,1,0.5,0,0, ,0.3,11.8,1
2095,2,17,17,N,1,-73.95498657,40.78919601,-73.98851013,40.76955414,1,2.88,11.5,1,0.5,0,0, ,0.3,13.3,1
2096,2,17,17,N,1,-73.87950897,40.87519836,-73.82163239,40.86700821,1,4.17,15,1,0.5,4.2,0, ,0.3,21,1
2097,2,17,17,N,1,-73.97589111,40.67302322,-73.97272491,40.67027283,1,0.4,3.5,1,0.5,0,0, ,0.3,5.3,1
2098,2,17,17,N,1,-73.98036957,40.68878174,-73.97002411,40.69443512,1,1.1,7,1,0.5,1.76,0, ,0.3,10.56,1
2099,2,17,17,N,1,-73.88750458,40.74725342,-73.86798859,40.75460434,1,1.82,10.5,1,0.5,0,0, ,0.3,12.3,1
2100,2,17,17,N,1,-73.93803406,40.80057526,-73.91928864,40.81505203,1,1.8,11.5,1,0.5,0,0, ,0.3,13.3,1
2101,2,17,17,N,1,-73.96468353,40.80693054,-73.97219849,40.79489136,1,1.22,8,1,0.5,2.45,0, ,0.3,12.25,1
2102,2,17,17,N,1,-73.98725128,40.6945343,-73.99671936,40.72862244,5,2.98,14,1,0.5,3.16,0, ,0.3,18.96,1
2103,2,17,17,N,1,-73.96607971,40.80412674,-73.95767212,40.81124878,1,0.81,5,1,0.5,0,0, ,0.3,6.8,1
2104,2,17,17,N,1,-73.94475555,40.79987335,-73.93413544,40.79762268,1,0.69,6.5,1,0.5,0,0, ,0.3,8.3,1
2105,2,17,18,N,1,-73.97605896,40.68384171,-73.95570374,40.66440201,1,2.34,16,1,0.5,0,0, ,0.3,17.8,1
2106,1,17,17,N,1,-73.90866089,40.66119003,-73.91049957,40.66867065,1,0.5,5.5,1,0.5,0,0, ,0.3,7.3,1
2107,1,17,17,N,1,-73.92167664,40.76675415,-73.93476868,40.76935196,1,0.9,6,1,0.5,1.55,0, ,0.3,9.35,1
2108,2,17,17,N,1,-73.89333344,40.72730637,-73.87198639,40.73416519,5,1.8,10,1,0.5,0,0, ,0.3,11.8,1
2109,1,17,17,N,1,-73.83018494,40.71368027,-73.82176208,40.7154007,1,0.6,4.5,1,0.5,0,0, ,0.3,6.3,1
2110,2,17,17,N,1,-73.93289185,40.75177383,-73.91830444,40.75978088,1,0.99,6.5,1,0.5,0,0, ,0.3,8.3,1
2111,1,17,17,N,1,-73.9391098,40.80526733,-73.95137024,40.78281021,1,1.9,11,1,0.5,2.55,0, ,0.3,15.35,1
2112,2,17,18,N,1,-73.95483398,40.72039032,-73.87281036,40.77433395,1,7.79,24.5,1,0.5,0,0, ,0.3,26.3,1
2113,1,17,18,N,1,-73.9631424,40.80921173,-73.9822464,40.7741394,1,3.7,19,1,0.5,4.15,0, ,0.3,24.95,1
2114,2,17,17,N,1,-73.96166229,40.66639328,-73.95178223,40.65618134,1,1.19,7,1,0.5,2.2,0, ,0.3,11,1
2115,2,17,17,N,1,-73.94550323,40.83323669,-73.93569946,40.80692291,1,2.87,12.5,1,0.5,0,0, ,0.3,14.3,1
2116,2,17,18,N,1,-73.96398163,40.8031311,-73.93901062,40.80465317,1,1.78,15.5,1,0.5,3.46,0, ,0.3,20.76,1
2117,2,17,17,N,1,-73.98751831,40.69028854,-73.96514893,40.67336655,1,1.98,12,1,0.5,0,0, ,0.3,13.8,1
2118,2,17,18,N,1,-73.96544647,40.80593491,-73.99012756,40.75092316,1,5.39,28.5,1,0.5,6.06,0, ,0.3,36.36,1
2119,2,17,18,N,1,-73.92594147,40.7623024,-73.98019409,40.68957138,1,8.18,30,1,0.5,7.95,0, ,0.3,39.75,1
2120,2,17,17,N,1,-73.87319183,40.84099579,-73.89897919,40.85042191,1,1.58,11,1,0.5,0,0, ,0.3,12.8,1
2121,2,17,17,N,1,-73.84601593,40.85665512,-73.85526276,40.87984467,1,2.26,9.5,1,0.5,0,0, ,0.3,11.3,1
2122,2,17,17,N,1,-73.95193481,40.78959274,-73.97445679,40.78836823,5,1.67,9,1,0.5,1,0, ,0.3,11.8,1
2123,1,17,17,N,1,-73.93566895,40.80681992,-73.93218994,40.7950592,1,1.2,7.5,1,0.5,0,0, ,0.3,9.3,1
